Tarih,Saat,PTF (TL/MWh),PTF (USD/MWh),PTF (EUR/MWh),Yük Tahmin Planı (MWh),Toplam(MWh),Doğalgaz,Rüzgar,Linyit,Taş Kömür,İthal Kömür,Fueloil,Jeotermal,Barajlı,Nafta,Biyokütle,Akarsu,Gunes,Diğer
2025-04-11,06:00,"2.982,00","78,61","71,22","33.537,00","30.877,94","6.015,39","5.463,18","3.714,80","135,00","5.533,70","9,60","1.167,80","3.506,84","0,00","950,40","3.763,38","355,38","262,47"
2025-04-11,07:00,"2.819,99","74,34","67,35","35.266,00","33.156,16","6.371,48","5.225,46","3.768,90","135,00","5.465,50","10,80","1.167,66","3.638,34","0,00","962,20","3.819,96","2.311,80","279,06"
2025-04-11,08:00,"3.350,00","88,31","80,01","40.838,00","38.323,40","7.576,13","5.084,71","3.766,79","135,00","5.495,70","11,60","1.161,52","4.526,04","0,10","993,06","4.052,71","5.194,73","325,31"
2025-04-11,09:00,"3.327,31","87,72","79,47","42.786,00","40.797,74","7.598,93","4.939,34","3.798,69","135,00","5.406,20","14,90","1.147,66","4.814,04","0,40","1.010,24","3.995,82","7.568,42","368,10"
2025-04-11,10:00,"2.248,71","59,28","53,71","43.265,00","41.591,12","7.106,56","5.143,22","3.839,70","135,00","5.431,70","16,40","1.137,92","4.307,74","0,00","1.008,89","3.841,99","9.226,68","395,32"
2025-04-11,11:00,"2.926,38","77,15","69,89","43.879,00","42.358,73","7.284,22","5.227,36","3.768,99","135,00","5.312,70","15,50","1.130,02","4.488,04","0,00","1.020,95","3.676,43","9.887,96","411,56"
2025-04-11,12:00,"2.560,00","67,49","61,14","42.791,00","40.809,67","6.643,72","5.487,94","3.857,69","135,00","5.313,70","14,90","1.120,95","3.330,54","0,00","1.021,45","3.540,90","9.920,95","421,93"
2025-04-11,13:00,"2.585,00","68,15","61,74","42.282,00","40.114,38","6.765,86","5.250,45","3.863,89","135,00","5.356,10","17,10","1.118,80","3.317,34","0,00","1.025,40","3.534,88","9.312,00","417,56"
2025-04-11,14:00,"2.994,00","78,93","71,51","43.094,00","41.959,80","8.157,91","5.088,92","3.853,30","135,00","5.312,70","19,90","1.113,67","4.788,84","0,00","1.027,23","3.671,58","8.383,75","407,00"
2025-04-11,15:00,"2.994,00","78,93","71,51","42.939,00","41.531,58","8.374,93","4.790,97","3.827,90","135,00","5.339,70","25,70","1.110,03","5.593,64","0,00","1.019,31","3.740,40","7.175,19","398,81"
2025-04-11,16:00,"3.175,00","83,70","75,83","42.727,00","41.559,00","9.679,03","4.564,05","3.861,20","135,00","5.381,70","22,90","1.110,48","6.136,04","0,00","1.007,34","4.018,86","5.283,20","359,20"
2025-04-11,17:00,"3.359,99","88,58","80,25","42.445,00","40.602,16","9.908,61","4.377,91","3.853,99","135,00","5.555,70","15,80","1.113,22","7.348,64","0,00","998,29","4.299,22","2.678,83","316,95"
2025-04-11,18:00,"3.399,69","89,62","81,19","42.200,00","39.037,78","10.158,41","4.131,49","3.832,30","135,00","5.593,42","10,60","1.116,57","7.656,24","0,00","981,81","4.382,74","747,13","292,07"
2025-04-11,19:00,"3.400,00","89,63","81,20","42.581,00","39.151,97","10.164,14","4.069,88","3.874,30","135,00","5.593,67","9,60","1.123,09","8.436,44","0,00","972,48","4.445,37","42,53","285,47"
2025-04-11,20:00,"3.400,00","89,63","81,20","43.041,00","39.328,96","10.178,92","4.181,40","3.939,30","135,00","5.592,19","9,60","1.129,49","8.474,79","0,00","973,78","4.418,27","11,27","284,95"
2025-04-11,21:00,"3.399,68","89,62","81,19","42.244,00","38.717,96","10.145,51","4.149,02","3.919,30","135,00","5.592,26","10,60","1.137,90","8.039,74","0,00","976,19","4.316,34","11,28","284,82"
2025-04-11,22:00,"3.074,01","81,04","73,42","41.154,00","38.705,67","9.971,63","4.201,68","3.924,30","135,00","5.593,01","10,60","1.146,17","8.204,64","0,00","973,49","4.250,46","9,78","284,91"
2025-04-11,23:00,"2.949,00","77,74","70,43","39.625,00","37.239,01","9.135,50","4.208,70","3.870,40","135,00","5.593,70","10,60","1.151,77","7.725,44","0,00","970,74","4.143,34","9,11","284,71"
2025-04-12,00:00,"3.342,01","88,26","79,93","37.307,00","34.977,90","8.259,32","4.432,82","3.988,20","135,00","5.433,70","10,60","1.159,70","6.400,69","0,00","936,57","3.983,59","11,50","226,21"
2025-04-12,01:00,"2.999,00","79,20","71,72","35.150,00","32.645,74","7.107,93","4.380,79","3.992,20","135,00","5.433,70","10,60","1.161,74","5.453,59","0,00","937,51","3.833,78","6,69","192,21"
2025-04-12,02:00,"2.976,29","78,60","71,18","33.820,00","31.088,26","6.252,38","4.393,80","3.991,20","135,00","5.433,70","10,60","1.165,32","4.758,59","0,00","937,61","3.813,76","5,39","190,91"
2025-04-12,03:00,"2.702,00","71,36","64,62","33.091,00","29.669,29","5.490,86","4.378,00","4.119,20","135,00","5.420,70","9,60","1.168,31","4.179,48","0,00","934,19","3.637,16","5,88","190,91"
2025-04-12,04:00,"2.741,00","72,39","65,55","32.838,00","29.484,91","4.770,49","4.544,71","4.294,20","135,00","5.420,70","9,60","1.172,49","4.332,74","0,00","945,88","3.657,49","11,91","189,70"
2025-04-12,05:00,"3.087,74","81,55","73,85","32.851,00","29.665,78","5.023,51","4.401,87","4.298,20","135,00","5.420,70","9,60","1.173,73","4.289,09","0,00","945,56","3.741,84","36,73","189,95"
2025-04-12,06:00,"3.150,00","83,19","75,33","32.178,00","29.299,51","5.037,30","4.309,32","4.287,20","135,00","5.421,70","9,60","1.175,81","3.727,69","0,00","942,82","3.744,06","317,80","191,21"
2025-04-12,07:00,"1.999,91","52,82","47,83","32.910,00","29.979,60","4.352,28","4.194,97","4.281,10","135,00","5.423,70","3,60","1.172,89","3.312,29","0,00","949,27","3.630,73","2.322,71","201,06"
2025-04-12,08:00,"2.495,02","65,89","59,67","36.733,00","33.093,21","3.899,80","3.979,94","4.284,50","135,00","5.393,70","15,50","1.170,38","3.595,99","0,00","961,76","3.683,12","5.751,90","221,62"
2025-04-12,09:00,"2.699,58","71,30","64,56","38.239,00","35.388,14","3.632,90","3.794,55","4.232,70","135,00","5.407,70","24,10","1.158,07","3.850,39","0,00","973,16","3.702,07","8.234,67","242,83"
2025-04-12,10:00,"2.700,00","71,31","64,57","38.815,00","36.434,73","3.293,50","3.590,91","4.289,20","135,00","5.410,70","23,10","1.146,54","3.962,49","0,00","986,89","3.679,23","9.662,75","254,42"
2025-04-12,11:00,"1.999,91","52,82","47,83","39.083,00","36.455,83","3.054,63","3.383,79","4.218,50","135,00","5.412,70","16,00","1.139,59","3.951,89","0,00","998,14","3.438,75","10.435,29","271,55"
2025-04-12,12:00,"1.864,99","49,25","44,60","37.866,00","36.206,21","3.050,00","3.323,17","4.232,00","135,00","5.412,30","14,30","1.126,95","3.757,19","0,00","1.002,14","3.407,05","10.467,61","278,50"
2025-04-12,13:00,"2.472,01","65,29","59,12","38.001,00","35.740,45","3.190,00","3.287,51","4.222,89","135,00","5.417,70","18,50","1.115,41","3.791,29","0,00","1.000,63","3.498,10","9.787,21","276,21"
2025-04-12,14:00,"2.472,00","65,29","59,12","38.052,00","36.016,25","3.461,50","3.318,12","4.224,29","135,00","5.410,70","16,60","1.105,97","4.683,09","0,00","996,39","3.573,16","8.835,95","255,48"
2025-04-12,15:00,"2.750,01","72,63","65,77","37.838,00","36.211,84","4.462,79","3.286,67","4.191,50","135,00","5.403,70","14,80","1.099,77","5.297,79","0,00","988,07","3.626,82","7.442,66","262,27"
2025-04-12,16:00,"2.848,48","75,23","68,12","38.453,00","36.770,73","6.218,08","3.470,86","4.222,20","135,00","5.394,70","11,60","1.097,69","5.685,49","0,00","986,24","3.761,95","5.533,07","253,85"
2025-04-12,17:00,"2.749,47","72,61","65,76","38.852,00","36.299,01","7.321,05","3.691,61","4.170,10","74,00","5.385,70","11,10","1.100,22","6.195,09","0,00","977,52","4.024,54","3.109,83","238,25"
2025-04-12,18:00,"3.359,99","88,74","80,36","39.412,00","37.130,20","8.491,93","3.922,17","4.152,40","0,00","5.465,70","10,60","1.107,24","7.875,49","0,00","967,68","4.189,66","721,02","226,31"
2025-04-12,19:00,"3.399,82","89,79","81,31","41.051,00","36.826,82","8.508,84","4.131,74","4.180,30","80,00","5.464,70","9,60","1.115,95","7.931,69","0,00","961,32","4.192,98","34,20","215,50"
2025-04-12,20:00,"3.400,00","89,79","81,31","41.140,00","37.337,41","8.523,21","4.471,97","4.183,20","135,00","5.463,70","9,60","1.122,43","8.021,09","0,00","956,22","4.225,29","10,48","215,22"
2025-04-12,21:00,"3.399,82","89,79","81,31","40.779,00","36.451,67","8.400,21","4.501,12","4.212,20","135,00","5.463,70","10,60","1.130,80","7.175,39","0,00","954,36","4.246,61","6,37","215,31"
2025-04-12,22:00,"3.200,00","84,51","76,53","39.525,00","36.522,77","8.411,72","4.401,07","4.220,20","135,00","5.463,70","10,60","1.139,56","7.384,73","0,00","950,53","4.183,56","6,19","215,91"
2025-04-12,23:00,"2.948,00","77,86","70,50","37.882,00","35.580,56","8.272,95","4.333,32","4.223,70","135,00","5.463,70","10,60","1.143,43","6.863,44","0,00","947,12","3.966,56","5,34","215,40"
2025-04-13,00:00,"3.212,00","84,73","74,63","35.758,00","32.996,32","7.220,72","4.358,07","4.042,20","135,00","5.419,70","10,50","1.147,41","5.703,69","0,00","935,03","3.803,37","12,32","208,31"
2025-04-13,01:00,"3.212,01","84,73","74,63","33.891,00","31.048,93","5.991,29","4.187,85","3.962,20","135,00","5.419,70","10,50","1.150,64","5.314,39","0,00","936,88","3.729,75","6,52","204,21"
2025-04-13,02:00,"2.900,00","76,50","67,38","32.241,00","29.589,36","5.457,57","4.085,70","3.951,20","135,00","5.419,70","10,50","1.153,42","4.595,19","0,00","921,28","3.650,06","6,73","203,01"
2025-04-13,03:00,"2.699,48","71,21","62,72","31.261,00","28.698,32","4.693,81","3.957,62","3.994,20","135,00","5.333,70","9,50","1.155,52","4.736,99","0,00","933,93","3.537,59","7,35","203,11"
2025-04-13,04:00,"2.725,00","71,89","63,31","30.858,00","28.485,17","4.542,08","4.006,46","3.999,30","135,00","5.333,70","9,50","1.158,39","4.597,89","0,00","937,32","3.548,67","15,03","201,83"
2025-04-13,05:00,"3.100,01","81,78","72,03","30.663,00","28.452,15","3.918,41","4.176,98","4.077,30","135,00","5.333,70","9,50","1.160,12","4.863,19","0,00","942,02","3.587,10","46,64","202,19"
2025-04-13,06:00,"2.900,00","76,50","67,38","29.755,00","27.766,89","3.372,81","4.253,42","3.970,00","135,00","5.334,70","9,50","1.161,50","4.499,29","0,00","935,51","3.589,22","302,25","203,69"
2025-04-13,07:00,"2.610,10","68,85","60,64","29.295,00","27.087,55","2.117,31","4.253,28","3.963,10","135,00","5.336,70","11,00","1.163,19","3.598,89","0,00","937,80","3.435,46","1.921,82","214,00"
2025-04-13,08:00,"1.864,99","49,20","43,33","30.240,00","28.581,62","1.288,41","4.047,80","3.845,00","135,00","4.645,40","9,90","1.162,48","3.914,19","0,00","956,04","3.513,11","4.812,23","252,06"
2025-04-13,09:00,"1.080,01","28,49","25,09","31.614,00","29.626,10","1.065,65","3.928,91","3.717,80","135,00","3.480,20","20,40","1.152,27","3.602,84","0,00","964,05","3.320,11","7.965,11","273,76"
2025-04-13,10:00,"920,00","24,27","21,38","33.137,00","30.712,11","1.073,60","3.658,45","3.625,00","135,00","3.076,30","21,90","1.144,74","3.728,69","0,00","964,90","2.983,47","10.015,15","284,91"
2025-04-13,11:00,"549,99","14,51","12,78","34.076,00","31.987,53","1.051,81","3.634,90","3.625,70","135,00","2.911,92","19,80","1.135,39","4.221,99","0,00","951,74","2.726,32","11.275,02","297,94"
2025-04-13,12:00,"554,10","14,62","12,87","34.173,00","31.897,13","1.053,07","3.521,35","3.567,70","135,00","2.911,68","15,80","1.122,15","4.056,69","0,00","954,70","2.698,03","11.560,59","300,37"
2025-04-13,13:00,"1.080,00","28,49","25,09","34.767,00","32.054,07","1.052,55","3.481,39","3.491,70","135,00","2.945,53","13,10","1.110,81","4.173,79","0,00","966,43","3.001,95","11.384,96","296,86"
2025-04-13,14:00,"975,00","25,72","22,65","34.964,00","31.759,15","1.223,98","3.397,61","3.464,90","135,00","2.784,44","11,50","1.097,37","4.769,89","0,00","962,96","3.009,69","10.612,15","289,66"
2025-04-13,15:00,"863,64","22,78","20,07","34.845,00","31.449,55","1.357,22","3.505,38","3.454,80","135,00","3.525,39","9,70","1.089,97","5.061,49","0,00","952,32","3.026,07","9.057,43","274,78"
2025-04-13,16:00,"1.500,00","39,57","34,85","35.472,00","32.054,47","1.590,70","3.371,34","3.614,50","135,00","4.687,70","5,20","1.083,60","5.830,69","0,00","959,63","3.420,51","7.102,28","253,32"
2025-04-13,17:00,"2.575,00","67,93","59,83","36.701,00","32.634,42","3.751,31","3.379,33","3.722,80","135,00","5.227,70","11,00","1.082,32","6.368,79","0,00","945,72","3.701,88","4.079,77","228,80"
2025-04-13,18:00,"3.319,99","87,58","77,14","38.249,00","33.840,16","6.839,38","3.174,97","3.702,10","135,00","5.410,70","10,50","1.087,74","7.158,98","0,00","941,43","3.986,60","1.163,37","229,39"
2025-04-13,19:00,"3.399,87","89,69","78,99","40.887,00","33.479,05","7.176,42","3.099,65","3.607,20","135,00","5.420,70","9,50","1.099,35","7.622,38","0,00","938,28","4.083,27","58,89","228,41"
2025-04-13,20:00,"3.400,00","89,69","79,00","41.418,00","33.911,04","7.261,67","3.070,12","3.730,50","135,00","5.419,70","9,50","1.110,23","7.853,68","0,00","934,24","4.149,06","9,57","227,77"
2025-04-13,21:00,"3.399,87","89,69","78,99","40.650,00","33.100,95","7.202,14","2.879,37","3.772,20","135,00","5.376,70","10,50","1.118,10","7.332,18","0,00","935,69","4.102,46","8,89","227,72"
2025-04-13,22:00,"3.383,03","89,24","78,60","39.246,00","33.363,50","7.213,28","2.894,18","3.759,20","135,00","5.347,70","10,50","1.132,06","7.645,09","0,00","933,51","4.057,65","7,82","227,51"
2025-04-13,23:00,"3.282,50","86,59","76,27","37.525,00","32.610,50","7.216,65","2.720,46","3.806,20","135,00","5.347,70","10,50","1.138,23","7.101,09","0,00","956,02","3.943,76","7,49","227,40"
2025-04-14,00:00,"3.220,01","84,94","74,81","34.177,00","31.876,51","7.530,98","2.639,16","3.890,35","135,00","5.363,50","10,50","1.145,01","6.470,59","0,00","901,60","3.573,12","11,69","205,01"
2025-04-14,01:00,"3.028,01","79,88","70,35","32.230,00","29.730,65","6.459,67","2.562,82","3.808,35","135,00","5.448,50","10,50","1.148,94","5.588,59","0,00","893,54","3.465,37","8,36","201,01"
2025-04-14,02:00,"2.699,47","71,21","62,72","31.080,00","28.307,19","5.766,19","2.471,84","3.886,35","135,00","5.448,50","10,50","1.154,31","4.977,59","0,00","883,32","3.367,00","6,88","199,71"
2025-04-14,03:00,"2.110,11","55,67","49,03","30.580,00","27.553,69","5.690,10","2.397,25","3.918,75","135,00","5.448,50","2,50","1.156,52","4.437,39","0,00","943,59","3.218,42","6,06","199,61"
2025-04-14,04:00,"2.388,00","63,00","55,48","30.702,00","27.813,11","6.160,46","2.314,79","3.927,75","135,00","5.448,50","9,50","1.160,60","4.219,59","0,00","943,19","3.280,98","14,24","198,51"
2025-04-14,05:00,"2.973,50","78,44","69,09","31.115,00","27.988,68","6.590,05","2.333,26","3.970,35","135,00","5.448,50","9,50","1.162,43","3.919,29","0,00","881,34","3.292,65","47,41","198,90"
2025-04-14,06:00,"2.702,00","71,28","62,78","31.170,00","28.430,99","6.563,82","2.410,94","4.086,35","135,00","5.448,50","9,50","1.163,91","3.917,99","0,00","881,11","3.247,51","365,33","201,03"
2025-04-14,07:00,"2.800,00","73,86","65,06","33.598,00","31.646,10","7.149,34","2.505,34","4.049,15","135,00","5.465,70","17,50","1.163,69","4.243,29","0,00","896,34","3.276,56","2.533,56","210,63"
2025-04-14,08:00,"3.399,76","89,69","78,99","42.173,00","36.391,95","7.605,65","2.681,64","4.080,25","135,00","5.434,70","29,90","1.159,98","4.835,49","0,00","924,96","3.309,54","5.928,77","266,07"
2025-04-14,09:00,"3.399,76","89,69","78,99","45.407,00","39.796,06","7.599,36","2.927,85","4.096,25","135,00","5.442,70","35,10","1.151,47","4.938,59","0,00","949,81","3.397,25","8.802,01","320,67"
2025-04-14,10:00,"3.028,01","79,88","70,35","46.351,00","41.768,15","7.528,65","3.247,09","4.093,95","135,00","5.450,70","34,50","1.144,14","4.795,89","0,00","973,29","3.347,03","10.676,95","340,96"
2025-04-14,11:00,"3.088,87","81,48","71,77","46.911,00","42.297,82","7.520,34","3.584,21","4.088,95","135,00","5.425,50","23,10","1.131,99","4.363,39","0,00","985,37","3.278,30","11.408,01","353,66"
2025-04-14,12:00,"2.514,00","66,32","58,41","45.159,00","40.947,97","6.834,23","4.018,21","4.060,75","135,00","5.425,50","27,50","1.118,35","3.424,79","0,00","986,51","3.127,28","11.431,25","358,60"
2025-04-14,13:00,"2.875,30","75,85","66,80","44.924,00","41.322,93","6.939,82","4.572,46","4.071,65","135,00","5.424,50","28,90","1.106,91","3.656,59","0,00","984,52","3.065,32","10.980,08","357,18"
2025-04-14,14:00,"2.387,99","63,00","55,48","45.431,00","42.076,26","7.004,30","5.003,21","4.112,65","135,00","5.422,50","30,30","1.094,17","4.471,99","0,00","978,53","3.188,22","10.288,52","346,87"
2025-04-14,15:00,"2.514,00","66,32","58,41","44.991,00","41.417,86","7.307,33","5.132,96","4.010,85","135,00","5.414,50","30,80","1.084,67","4.933,39","0,00","965,09","3.191,61","8.863,47","348,19"
2025-04-14,16:00,"3.028,00","79,88","70,35","45.216,00","41.756,06","8.348,68","5.351,81","4.022,04","135,00","5.446,50","24,70","1.080,80","5.983,59","0,00","958,15","3.494,56","6.578,81","331,42"
2025-04-14,17:00,"3.399,00","89,67","78,97","45.341,00","40.694,25","9.238,46","5.537,44","4.011,25","135,00","5.438,50","17,50","1.080,62","6.572,49","0,00","918,21","3.738,31","3.696,75","309,72"
2025-04-14,18:00,"3.399,76","89,69","78,99","45.004,00","39.940,79","9.494,77","5.654,29","4.014,35","135,00","5.479,50","11,50","1.081,04","7.850,48","0,00","909,57","3.977,29","1.041,53","291,47"
2025-04-14,19:00,"3.400,00","89,69","79,00","46.447,00","39.515,18","9.491,11","5.773,30","4.011,35","135,00","5.478,50","9,50","1.091,75","8.296,88","0,00","900,14","3.999,20","43,64","284,81"
2025-04-14,20:00,"3.400,00","89,69","79,00","46.953,00","39.729,09","9.506,35","5.976,65","3.907,35","129,00","5.478,50","9,50","1.102,72","8.397,98","0,00","889,41","4.033,93","13,43","284,27"
2025-04-14,21:00,"3.399,77","89,69","78,99","45.880,00","39.179,72","9.386,80","5.978,76","3.867,35","121,00","5.488,50","10,50","1.114,99","8.042,48","0,00","890,58","3.985,59","8,85","284,32"
2025-04-14,22:00,"3.155,00","83,23","73,30","43.507,00","38.853,70","9.280,20","5.673,29","3.860,35","135,00","5.488,50","10,50","1.124,76","8.184,49","0,00","897,97","3.903,66","10,77","284,21"
2025-04-14,23:00,"3.028,00","79,88","70,35","41.539,00","37.613,79","9.212,88","5.240,36","3.921,35","135,00","5.488,50","10,50","1.132,02","7.571,29","0,00","897,09","3.710,56","10,04","284,20"
2025-04-15,00:00,"3.150,00","83,10","73,19","36.858,00","35.064,52","8.965,84","5.023,79","3.739,35","120,00","5.436,50","12,40","1.132,94","6.060,69","0,00","880,63","3.426,15","14,62","251,61"
2025-04-15,01:00,"3.097,01","81,70","71,96","35.245,00","32.705,02","7.869,23","4.579,84","3.734,35","122,00","5.213,50","12,40","1.136,43","5.542,59","0,00","874,41","3.362,10","10,66","247,51"
2025-04-15,02:00,"2.699,47","71,21","62,72","34.122,00","30.989,02","7.346,15","4.278,99","3.740,35","127,00","5.183,50","12,40","1.139,03","4.852,79","0,00","867,59","3.183,90","11,11","246,21"
2025-04-15,03:00,"2.510,10","66,22","58,32","33.503,00","30.601,82","7.413,64","4.012,66","3.757,35","135,00","5.418,70","11,40","1.144,26","4.562,19","0,00","867,66","3.021,90","10,84","246,22"
2025-04-15,04:00,"2.699,48","71,21","62,72","33.493,00","30.537,10","7.416,60","4.044,17","3.804,35","135,00","5.433,70","11,40","1.148,75","4.334,79","0,00","874,71","3.069,27","19,33","245,03"
2025-04-15,05:00,"3.009,79","79,40","69,93","33.799,00","30.847,08","7.623,52","3.954,96","3.830,35","135,00","5.433,70","11,40","1.153,46","4.437,29","0,00","874,38","3.097,40","50,11","245,51"
2025-04-15,06:00,"2.948,82","77,79","68,51","33.716,00","30.843,77","7.752,62","3.840,10","3.874,85","135,00","5.433,70","13,00","1.152,78","4.068,19","0,00","867,19","3.096,28","362,06","248,00"
2025-04-15,07:00,"2.800,00","73,86","65,06","35.710,00","32.911,96","7.873,42","3.597,51","3.891,35","135,00","5.441,70","21,40","1.151,59","4.237,59","0,00","882,34","3.160,82","2.257,84","261,40"
2025-04-15,08:00,"3.399,76","89,69","78,99","42.177,00","37.058,10","8.049,64","3.488,81","3.994,75","135,00","5.409,70","31,20","1.138,06","4.631,29","0,00","912,52","3.394,92","5.570,63","301,58"
2025-04-15,09:00,"3.300,00","87,05","76,67","44.604,00","40.209,91","8.051,40","3.239,37","4.059,25","135,00","5.418,70","36,10","1.116,09","4.839,49","0,00","950,89","3.435,26","8.597,24","331,12"
2025-04-15,10:00,"2.700,00","71,23","62,73","45.249,00","40.766,54","6.869,31","3.082,91","4.027,65","135,00","5.421,70","34,40","1.098,34","4.717,79","0,00","975,05","3.312,58","10.738,43","353,38"
2025-04-15,11:00,"2.978,29","78,57","69,20","45.647,00","41.476,52","6.846,02","2.915,84","4.045,25","135,00","5.423,47","35,70","1.089,33","4.747,29","0,00","973,22","3.188,15","11.710,32","366,93"
2025-04-15,12:00,"2.361,62","62,30","54,87","43.877,00","39.853,70","6.291,00","2.844,35","4.035,85","135,00","5.424,70","36,40","1.072,43","3.583,29","0,00","982,97","3.006,98","12.068,97","371,76"
2025-04-15,13:00,"2.700,01","71,23","62,73","43.920,00","40.343,95","6.663,85","2.827,29","4.031,15","135,00","5.424,08","36,30","1.055,54","3.959,09","0,00","960,55","3.037,59","11.843,89","369,62"
2025-04-15,14:00,"2.387,99","63,00","55,48","44.504,00","40.829,90","6.424,11","2.883,10","4.114,54","135,00","5.422,39","36,00","1.049,19","5.107,19","0,00","949,02","3.077,51","11.271,94","359,91"
2025-04-15,15:00,"2.699,48","71,21","62,72","44.275,00","40.800,98","6.917,09","3.127,87","4.091,85","135,00","5.421,82","35,70","1.033,43","5.617,99","0,00","939,39","3.241,83","9.875,85","363,16"
2025-04-15,16:00,"3.147,77","83,04","73,14","44.509,00","40.675,70","8.447,03","3.305,16","4.107,75","135,00","5.414,50","32,60","1.036,50","6.112,69","0,00","932,17","3.431,81","7.377,05","343,44"
2025-04-15,17:00,"3.399,76","89,69","78,99","44.610,00","40.003,42","9.375,44","3.503,70","4.038,05","135,00","5.405,37","24,20","1.036,56","7.221,18","0,00","922,37","3.724,67","4.299,56","317,32"
2025-04-15,18:00,"3.399,77","89,69","78,99","43.792,00","38.276,22","9.720,89","3.616,98","3.925,95","135,00","5.434,70","15,00","1.040,20","8.069,88","0,00","923,83","3.863,18","1.235,96","294,65"
2025-04-15,19:00,"3.400,00","89,69","79,00","45.074,00","38.412,55","9.749,78","3.722,19","4.021,65","135,00","5.433,70","11,40","1.052,00","9.054,28","0,00","915,26","3.978,01","52,78","286,50"
2025-04-15,20:00,"3.400,00","89,69","79,00","45.326,00","38.782,07","9.828,30","3.858,25","4.014,35","135,00","5.433,70","11,40","1.070,90","9.256,58","0,00","908,41","3.965,76","13,55","285,87"
2025-04-15,21:00,"3.400,00","89,69","79,00","44.257,00","37.902,56","9.825,30","3.708,50","3.931,35","135,00","5.433,70","12,40","1.087,93","8.611,58","0,00","911,24","3.946,87","12,84","285,85"
2025-04-15,22:00,"3.399,76","89,69","78,99","42.454,00","37.226,29","9.776,96","3.426,23","3.931,35","135,00","5.433,70","12,40","1.100,12","8.376,59","0,00","903,93","3.833,72","10,48","285,81"
2025-04-15,23:00,"3.360,00","88,64","78,07","40.823,00","36.438,63","9.814,42","3.098,42","3.926,35","135,00","5.433,70","12,40","1.107,39","7.990,19","0,00","906,44","3.717,32","11,30","285,70"
2025-04-16,00:00,"3.390,00","89,29","78,38","37.029,00","33.858,81","9.672,24","2.837,33","3.983,35","135,00","5.432,70","12,70","1.102,87","6.102,49","0,00","882,35","3.422,59","8,69","266,50"
2025-04-16,01:00,"3.399,76","89,55","78,61","35.083,00","32.559,12","9.555,30","2.638,06","3.960,35","135,00","5.432,70","12,70","1.110,10","5.231,99","0,00","881,05","3.330,90","8,47","262,50"
2025-04-16,02:00,"3.182,02","83,81","73,57","33.715,00","31.335,40","8.887,69","2.475,82","3.973,35","135,00","5.432,70","12,70","1.116,97","4.801,99","0,00","876,13","3.354,31","7,54","261,20"
2025-04-16,03:00,"3.000,01","79,02","69,37","33.010,00","30.589,07","8.639,17","2.377,71","3.983,35","135,00","5.478,50","11,70","1.121,93","4.568,99","0,00","873,89","3.129,80","7,82","261,21"
2025-04-16,04:00,"2.980,00","78,49","68,90","33.060,00","29.835,53","8.295,82","2.321,59","4.023,55","135,00","5.478,50","11,70","1.125,48","4.209,19","0,00","874,00","3.084,91","15,88","259,91"
2025-04-16,05:00,"3.182,01","83,81","73,57","33.424,00","30.530,80","9.043,32","2.271,32","4.043,35","135,00","5.478,50","11,70","1.127,62","4.141,79","0,00","876,25","3.094,91","46,77","260,27"
2025-04-16,06:00,"2.910,11","76,65","67,29","33.409,00","30.475,83","8.927,53","2.327,72","4.031,75","135,00","5.479,50","13,30","1.115,26","3.803,89","0,00","872,11","3.065,13","441,06","263,58"
2025-04-16,07:00,"2.000,00","52,68","46,24","35.768,00","32.310,22","8.001,03","2.398,02","4.099,25","135,00","5.435,70","14,70","1.130,82","3.854,59","0,00","890,32","3.216,03","2.853,00","281,76"
2025-04-16,08:00,"3.359,99","88,50","77,69","41.862,00","37.205,13","8.753,50","2.403,72","3.973,84","135,00","5.415,70","31,50","1.098,18","4.463,89","0,00","921,16","3.409,14","6.300,79","298,71"
2025-04-16,09:00,"3.380,02","89,03","78,15","43.419,00","38.969,04","7.525,44","2.338,38","4.040,64","135,00","5.418,70","36,40","1.084,29","4.618,09","0,00","950,94","3.319,74","9.164,39","337,03"
2025-04-16,10:00,"3.194,91","84,15","73,87","43.492,00","39.224,44","5.734,81","2.271,96","4.127,04","135,00","5.421,70","34,70","1.070,67","4.681,09","0,00","959,71","3.272,62","11.148,50","366,64"
2025-04-16,11:00,"3.080,00","81,13","71,21","43.841,00","39.383,79","4.813,23","2.344,03","4.169,54","135,00","5.410,20","36,00","1.050,16","4.812,29","0,00","968,16","3.211,90","12.039,00","394,28"
2025-04-16,12:00,"1.999,99","52,68","46,24","42.579,00","37.907,84","4.171,94","2.360,97","4.197,15","135,00","5.411,70","29,70","1.028,75","3.898,29","0,00","968,70","2.960,27","12.338,32","407,05"
2025-04-16,13:00,"2.350,00","61,90","54,34","42.806,00","38.158,72","4.226,52","2.547,61","4.197,04","135,00","5.410,70","36,60","1.012,53","4.006,29","0,00","964,94","3.081,11","12.137,62","402,76"
2025-04-16,14:00,"2.404,12","63,32","55,59","43.114,00","38.461,18","4.403,35","2.740,69","4.165,85","135,00","5.409,70","36,30","993,40","4.727,69","0,00","963,24","3.165,40","11.345,29","375,27"
2025-04-16,15:00,"2.500,08","65,85","57,81","42.895,00","38.278,47","5.257,61","3.047,64","4.199,65","135,00","5.393,70","36,00","981,89","4.959,69","0,00","952,16","3.171,73","9.775,27","368,13"
